player_id,player_name,team_id,team,attacking_rank,defensive_rank,creativity_rank,attacking_score,defensive_score,creativity_score,competition_stage,source_tab,story_id,classification
308386,CASEMIRO,43924,Brazil,108.0,4.0,263.0,5.262962341308594,7.482791900634766,5.345147132873535,Round of 16,power_rankings,,
436572,Arthur MASUAKU,20014,Congo DR,237.0,249.0,65.0,4.622768878936768,5.221038818359375,6.278861045837402,Round of 16,power_rankings,,
411726,LUCAS PAQUETA,43924,Brazil,143.0,104.0,47.0,4.923226833343506,5.983496189117432,6.426150798797607,Round of 16,power_rankings,,
403596,Jorge SANCHEZ,43911,Mexico,142.0,73.0,197.0,4.924066066741943,6.181884765625,5.646827220916748,Round of 16,power_rankings,,
448114,Dan NDOYE,43971,Switzerland,64.0,83.0,222.0,5.684139728546143,6.126879692077637,5.534499168395996,Round of 16,power_rankings,,
494625,Marcus HOLMGREN PEDERSEN,43961,Norway,50.0,343.0,299.0,5.834283351898193,4.673741340637207,5.142811298370361,Round of 16,power_rankings,,
494626,Andreas SCHJELDERUP,43961,Norway,114.0,167.0,35.0,5.1895904541015625,5.586208343505859,6.670098304748535,Round of 16,power_rankings,,
394500,Johan MOJICA,43926,Colombia,255.0,36.0,275.0,4.595826625823975,6.543267250061035,5.243819236755371,Round of 16,power_rankings,,
369419,Harry KANE,43942,England,4.0,259.0,326.0,7.4719929695129395,5.18643856048584,5.012503623962402,Round of 16,power_rankings,,
430413,Ayase UEDA,43819,Japan,48.0,348.0,149.0,5.853370189666748,4.60254430770874,5.840290069580078,Round of 16,power_rankings,,
448360,Brandon MECHELE,43935,Belgium,291.0,14.0,205.0,4.503785133361816,6.997425556182861,5.624760150909424,Round of 16,power_rankings,,
404353,Leroy SANE,43948,Germany,97.0,237.0,164.0,5.3518805503845215,5.285000324249268,5.775258541107178,Round of 16,power_rankings,,
483516,Kristoffer AJER,43961,Norway,254.0,45.0,348.0,4.597104549407959,6.420419216156006,4.707738399505615,Round of 16,power_rankings,,
367981,DOUGLAS SANTOS,43924,Brazil,318.0,72.0,252.0,4.417283535003662,6.19096040725708,5.370577335357666,Round of 16,power_rankings,,
489732,Noni MADUEKE,43942,England,139.0,221.0,44.0,4.935810089111328,5.350631237030029,6.532773494720459,Round of 16,power_rankings,,
486268,Emmanuel AGBADOU,43854,Côte d'Ivoire,246.0,86.0,324.0,4.612823009490967,6.07985258102417,5.030639171600342,Round of 16,power_rankings,,
358112,Romelu LUKAKU,43935,Belgium,30.0,319.0,168.0,6.123781681060791,4.870811939239502,5.763584136962891,Round of 16,power_rankings,,
520039,Marvin SENAYA,43860,Ghana,208.0,52.0,244.0,4.708521366119385,6.363735198974609,5.413160800933838,Round of 16,power_rankings,,
